LOCATION,Country,TRANSACT,Transaction,MEASURE,Measure,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Value,Flag Codes,Flags
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,1996,1996,PC,Percentage,0,Units,,,1.907716,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,1997,1997,PC,Percentage,0,Units,,,4.524067,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,1998,1998,PC,Percentage,0,Units,,,3.157287,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,1999,1999,PC,Percentage,0,Units,,,3.01407,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2000,2000,PC,Percentage,0,Units,,,4.092653,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2001,2001,PC,Percentage,0,Units,,,2.157428,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2002,2002,PC,Percentage,0,Units,,,1.770765,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2003,2003,PC,Percentage,0,Units,,,3.123053,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2004,2004,PC,Percentage,0,Units,,,2.344971,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2005,2005,PC,Percentage,0,Units,,,2.668338,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2006,2006,PC,Percentage,0,Units,,,2.160405,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2007,2007,PC,Percentage,0,Units,,,2.563461,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2008,2008,PC,Percentage,0,Units,,,-0.154344,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2009,2009,PC,Percentage,0,Units,,,-4.510486,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2010,2010,PC,Percentage,0,Units,,,2.430073,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2011,2011,PC,Percentage,0,Units,,,1.067611,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2012,2012,PC,Percentage,0,Units,,,1.448457,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2013,2013,PC,Percentage,0,Units,,,1.819863,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2014,2014,PC,Percentage,0,Units,,,3.199703,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2015,2015,PC,Percentage,0,Units,,,2.393103,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2016,2016,PC,Percentage,0,Units,,,2.165206,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2017,2017,PC,Percentage,0,Units,,,2.44357,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2018,2018,PC,Percentage,0,Units,,,1.705021,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2019,2019,PC,Percentage,0,Units,,,1.604309,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2020,2020,PC,Percentage,0,Units,,,-11.030858,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2021,2021,PC,Percentage,0,Units,,,7.597471,,
GBR,United Kingdom,B1_GA,Gross domestic product (output approach),G,Growth rate,2022,2022,PC,Percentage,0,Units,,,4.101621,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1971,1971,PC,Percentage,0,Units,,,7.075884,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1972,1972,PC,Percentage,0,Units,,,3.826296,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1973,1973,PC,Percentage,0,Units,,,7.772898,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1974,1974,PC,Percentage,0,Units,,,2.335503,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1975,1975,PC,Percentage,0,Units,,,8.704543,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1976,1976,PC,Percentage,0,Units,,,-1.560131,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1977,1977,PC,Percentage,0,Units,,,7.575974,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1978,1978,PC,Percentage,0,Units,,,11.663427,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1979,1979,PC,Percentage,0,Units,,,7.592717,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1980,1980,PC,Percentage,0,Units,,,7.832633,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1981,1981,PC,Percentage,0,Units,,,5.111629,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1982,1982,PC,Percentage,0,Units,,,9.018935,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1983,1983,PC,Percentage,0,Units,,,10.76868,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1984,1984,PC,Percentage,0,Units,,,15.192646,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1985,1985,PC,Percentage,0,Units,,,13.430746,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1986,1986,PC,Percentage,0,Units,,,8.949006,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1987,1987,PC,Percentage,0,Units,,,11.658049,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1988,1988,PC,Percentage,0,Units,,,11.221908,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1989,1989,PC,Percentage,0,Units,,,4.206915,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1990,1990,PC,Percentage,0,Units,,,3.919807,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1991,1991,PC,Percentage,0,Units,,,9.262411,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1992,1992,PC,Percentage,0,Units,,,14.224775,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1993,1993,PC,Percentage,0,Units,,,13.883747,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1994,1994,PC,Percentage,0,Units,,,13.036584,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1995,1995,PC,Percentage,0,Units,,,10.953932,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1996,1996,PC,Percentage,0,Units,,,9.922745,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1997,1997,PC,Percentage,0,Units,,,9.23656,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1998,1998,PC,Percentage,0,Units,,,7.846128,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,1999,1999,PC,Percentage,0,Units,,,7.661641,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2000,2000,PC,Percentage,0,Units,,,8.489981,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2001,2001,PC,Percentage,0,Units,,,8.335768,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2002,2002,PC,Percentage,0,Units,,,9.133638,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2003,2003,PC,Percentage,0,Units,,,10.038047,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2004,2004,PC,Percentage,0,Units,,,10.113647,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2005,2005,PC,Percentage,0,Units,,,11.394588,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2006,2006,PC,Percentage,0,Units,,,12.720995,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2007,2007,PC,Percentage,0,Units,,,14.230838,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2008,2008,PC,Percentage,0,Units,,,9.65066,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2009,2009,PC,Percentage,0,Units,,,9.398742,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2010,2010,PC,Percentage,0,Units,,,10.63585,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2011,2011,PC,Percentage,0,Units,,,9.550825,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2012,2012,PC,Percentage,0,Units,,,7.86372,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2013,2013,PC,Percentage,0,Units,,,7.766147,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2014,2014,PC,Percentage,0,Units,,,7.425774,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2015,2015,PC,Percentage,0,Units,,,7.041319,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2016,2016,PC,Percentage,0,Units,,,6.848768,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2017,2017,PC,Percentage,0,Units,,,6.947196,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2018,2018,PC,Percentage,0,Units,,,6.749771,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2019,2019,PC,Percentage,0,Units,,,6.11012,,
CHN,China (People's Republic of),B1_GA,Gross domestic product (output approach),G,Growth rate,2020,2020,PC,Percentage,0,Units,,,2.084852,,
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1976,1976,PC,Percentage,0,Units,,,4.643699,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1977,1977,PC,Percentage,0,Units,,,4.191094,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1978,1978,PC,Percentage,0,Units,,,8.507129,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1979,1979,PC,Percentage,0,Units,,,5.430969,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1980,1980,PC,Percentage,0,Units,,,4.156122,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1981,1981,PC,Percentage,0,Units,,,2.470697,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1982,1982,PC,Percentage,0,Units,,,1.127302,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1983,1983,PC,Percentage,0,Units,,,1.711095,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1984,1984,PC,Percentage,0,Units,,,3.014929,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1985,1985,PC,Percentage,0,Units,,,3.021915,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1986,1986,PC,Percentage,0,Units,,,5.769302,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1987,1987,PC,Percentage,0,Units,,,5.604214,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1988,1988,PC,Percentage,0,Units,,,4.51529,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1989,1989,PC,Percentage,0,Units,,,3.550786,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1990,1990,PC,Percentage,0,Units,,,4.383466,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1991,1991,PC,Percentage,0,Units,,,2.789221,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1992,1992,PC,Percentage,0,Units,,,4.323615,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1993,1993,PC,Percentage,0,Units,,,5.72679,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1994,1994,PC,Percentage,0,Units,,,5.607812,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1995,1995,PC,Percentage,0,Units,,,5.32544,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1996,1996,PC,Percentage,0,Units,,,1.588052,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1997,1997,PC,Percentage,0,Units,,,3.194517,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1998,1998,PC,Percentage,0,Units,,,0.604257,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,1999,1999,PC,Percentage,0,Units,,,-5.190991,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2000,2000,PC,Percentage,0,Units,,,2.569198,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2001,2001,PC,Percentage,0,Units,,,1.677928,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2002,2002,PC,Percentage,0,Units,,,2.503863,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2003,2003,PC,Percentage,0,Units,,,3.918507,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2004,2004,PC,Percentage,0,Units,,,5.332942,E,Estimated value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2005,2005,PC,Percentage,0,Units,,,4.706559,,
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2006,2006,PC,Percentage,0,Units,,,6.716869,,
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2007,2007,PC,Percentage,0,Units,,,6.738195,,
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2008,2008,PC,Percentage,0,Units,,,3.283446,,
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2009,2009,PC,Percentage,0,Units,,,1.139649,,
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2010,2010,PC,Percentage,0,Units,,,4.494659,,
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2011,2011,PC,Percentage,0,Units,,,6.947892,,
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2012,2012,PC,Percentage,0,Units,,,3.912636,,
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2013,2013,PC,Percentage,0,Units,,,5.133994,,
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2014,2014,PC,Percentage,0,Units,,,4.49903,,
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2015,2015,PC,Percentage,0,Units,,,2.955901,,
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2016,2016,PC,Percentage,0,Units,,,2.087383,,
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2017,2017,PC,Percentage,0,Units,,,1.359361,,
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2018,2018,PC,Percentage,0,Units,,,2.564324,,
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2019,2019,PC,Percentage,0,Units,,,3.186855,,
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2020,2020,PC,Percentage,0,Units,,,-7.252299,P,Provisional value
COL,Colombia,B1_GA,Gross domestic product (output approach),G,Growth rate,2021,2021,PC,Percentage,0,Units,,,11.016193,P,Provisional value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1951,1951,PC,Percentage,0,Units,,,2.806311,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1952,1952,PC,Percentage,0,Units,,,1.642947,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1953,1953,PC,Percentage,0,Units,,,3.461355,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1954,1954,PC,Percentage,0,Units,,,5.718967,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1955,1955,PC,Percentage,0,Units,,,3.011803,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1956,1956,PC,Percentage,0,Units,,,3.333609,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1957,1957,PC,Percentage,0,Units,,,2.37874,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1958,1958,PC,Percentage,0,Units,,,2.411271,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1959,1959,PC,Percentage,0,Units,,,5.363037,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1960,1960,PC,Percentage,0,Units,,,3.654117,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1961,1961,PC,Percentage,0,Units,,,5.681293,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1962,1962,PC,Percentage,0,Units,,,4.259047,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1963,1963,PC,Percentage,0,Units,,,5.327934,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1964,1964,PC,Percentage,0,Units,,,6.821165,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1965,1965,PC,Percentage,0,Units,,,3.821508,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1966,1966,PC,Percentage,0,Units,,,2.090844,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1967,1967,PC,Percentage,0,Units,,,3.365389,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1968,1968,PC,Percentage,0,Units,,,3.638506,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1969,1969,PC,Percentage,0,Units,,,5.009075,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1970,1970,PC,Percentage,0,Units,,,6.473674,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1971,1971,PC,Percentage,0,Units,,,0.944646,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1972,1972,PC,Percentage,0,Units,,,2.288739,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1973,1973,PC,Percentage,0,Units,,,3.967981,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1974,1974,PC,Percentage,0,Units,,,3.198196,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1975,1975,PC,Percentage,0,Units,,,2.552863,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1976,1976,PC,Percentage,0,Units,,,1.058105,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1977,1977,PC,Percentage,0,Units,,,-1.596259,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1978,1978,PC,Percentage,0,Units,,,1.751548,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1979,1979,PC,Percentage,0,Units,,,3.840004,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1980,1980,PC,Percentage,0,Units,,,1.699971,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1981,1981,PC,Percentage,0,Units,,,0.45483,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1982,1982,PC,Percentage,0,Units,,,1.248665,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1983,1983,PC,Percentage,0,Units,,,1.900639,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1984,1984,PC,Percentage,0,Units,,,4.229535,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1985,1985,PC,Percentage,0,Units,,,2.160374,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1986,1986,PC,Percentage,0,Units,,,2.691323,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1987,1987,PC,Percentage,0,Units,,,3.353843,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1988,1988,PC,Percentage,0,Units,,,2.559039,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1989,1989,PC,Percentage,0,Units,,,2.654807,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1990,1990,PC,Percentage,0,Units,,,0.754675,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1991,1991,PC,Percentage,0,Units,,,-1.145975,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1992,1992,PC,Percentage,0,Units,,,-1.158593,E,Estimated value
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1993,1993,PC,Percentage,0,Units,,,-2.065616,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1994,1994,PC,Percentage,0,Units,,,3.929973,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1995,1995,PC,Percentage,0,Units,,,3.935193,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1996,1996,PC,Percentage,0,Units,,,1.579456,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1997,1997,PC,Percentage,0,Units,,,3.070527,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1998,1998,PC,Percentage,0,Units,,,4.311836,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,1999,1999,PC,Percentage,0,Units,,,4.247184,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2000,2000,PC,Percentage,0,Units,,,4.766349,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2001,2001,PC,Percentage,0,Units,,,1.449499,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2002,2002,PC,Percentage,0,Units,,,2.196921,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2003,2003,PC,Percentage,0,Units,,,2.309811,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2004,2004,PC,Percentage,0,Units,,,4.336856,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2005,2005,PC,Percentage,0,Units,,,2.858803,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2006,2006,PC,Percentage,0,Units,,,4.662774,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2007,2007,PC,Percentage,0,Units,,,3.439222,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2008,2008,PC,Percentage,0,Units,,,-0.450559,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2009,2009,PC,Percentage,0,Units,,,-4.339791,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2010,2010,PC,Percentage,0,Units,,,5.952107,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2011,2011,PC,Percentage,0,Units,,,3.195333,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2012,2012,PC,Percentage,0,Units,,,-0.588305,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2013,2013,PC,Percentage,0,Units,,,1.187776,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2014,2014,PC,Percentage,0,Units,,,2.657798,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2015,2015,PC,Percentage,0,Units,,,4.489282,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2016,2016,PC,Percentage,0,Units,,,2.070593,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2017,2017,PC,Percentage,0,Units,,,2.567925,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2018,2018,PC,Percentage,0,Units,,,1.950023,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2019,2019,PC,Percentage,0,Units,,,1.986196,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2020,2020,PC,Percentage,0,Units,,,-2.170213,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2021,2021,PC,Percentage,0,Units,,,5.38584,,
SWE,Sweden,B1_GA,Gross domestic product (output approach),G,Growth rate,2022,2022,PC,Percentage,0,Units,,,2.642217,,
CHL,Chile,B1_GA,Gross domestic product (output approach),G,Growth rate,1987,1987,PC,Percentage,0,Units,,,6.594274,E,Estimated value
CHL,Chile,B1_GA,Gross domestic product (output approach),G,Growth rate,1988,1988,PC,Percentage,0,Units,,,7.311285,E,Estimated value
CHL,Chile,B1_GA,Gross domestic product (output approach),G,Growth rate,1989,1989,PC,Percentage,0,Units,,,10.560234,E,Estimated value
CHL,Chile,B1_GA,Gross domestic product (output approach),G,Growth rate,1990,1990,PC,Percentage,0,Units,,,3.697579,E,Estimated value
CHL,Chile,B1_GA,Gross domestic product (output approach),G,Growth rate,1991,1991,PC,Percentage,0,Units,,,7.969901,E,Estimated value
CHL,Chile,B1_GA,Gross domestic product (output approach),G,Growth rate,1992,1992,PC,Percentage,0,Units,,,12.278024,E,Estimated value
CHL,Chile,B1_GA,Gross domestic product (output approach),G,Growth rate,1993,1993,PC,Percentage,0,Units,,,6.986264,E,Estimated value
CHL,Chile,B1_GA,Gross domestic product (output approach),G,Growth rate,1994,1994,PC,Percentage,0,Units,,,5.708119,E,Estimated value
CHL,Chile,B1_GA,Gross domestic product (output approach),G,Growth rate,1995,1995,PC,Percentage,0,Units,,,10.627577,E,Estimated value
CHL,Chile,B1_GA,Gross domestic product (output approach),G,Growth rate,1996,1996,PC,Percentage,0,Units,,,7.413506,,
CHL,Chile,B1_GA,Gross domestic product (output approach),G,Growth rate,1997,1997,PC,Percentage,0,Units,,,7.391739,,
CHL,Chile,B1_GA,Gross domestic product (output approach),G,Growth rate,1998,1998,PC,Percentage,0,Units,,,4.180887,,
CHL,Chile,B1_GA,Gross domestic product (output approach),G,Growth rate,1999,1999,PC,Percentage,0,Units,,,-0.273631,,
CHL,Chile,B1_GA,Gross domestic product (output approach),G,Growth rate,2000,2000,PC,Percentage,0,Units,,,4.971621,,
